C_Name,website,country,industry,size,Revenue (Billion USD),Employees,Founded Year,P_name,email,phone,job_title,Department,company_name,Role Function,Employee ID,Status,person_name,issues,has_issues,suggested_email,suggested_country,email_confidence,country_confidence,corrections_applied,suggested_industry,suggested_phone,is_duplicate,duplicate_group,role_function,role_confidence
Costco Wholesale,costco.com,United States,Retail,Enterprise,254.5,333000.0,1983.0,Brenda Peterson,brenda.peterson4122@outlook.com,+44 485-561-4995,Technical Support Specialist,Infrastructure,Toyota,Customer Support,EMP01071,Inactive,,missing_person_name,True,brenda.peterson4122@outlook.com,United States,0.0,0.0,Industry Standardization;Phone Formatting,Retail,+444855614995,True,fuzzy_2,Other,0.0
LVMH Moët Hennessy Louis Vuitton,lvmh.com,France,Luxury Retail,Enterprise,97.3,192000.0,1987.0,Benjamin Campbell,benjamin.campbell8198@gmail.com,+81 386-599-4475,Recruiter,Business Development,Volkswagen,Human Resources,EMP01072,Active,,missing_person_name,True,benjamin.campbell8198@gmail.com,France,0.0,0.0,Industry Standardization;Phone Formatting;Role Function Mapping,Retail,+813865994475,False,fuzzy_71,HR,0.95
Alibaba Group,alibaba.com,China,E-commerce,Enterprise,120.5,254000.0,1999.0,Kimberly Perez,kimberly.perez9206@outlook.com,+1 729-295-2402,Business Analyst,Design,Disney,Analysis,EMP01073,Active,,missing_person_name,True,kimberly.perez9206@outlook.com,China,0.0,0.0,Industry Standardization;Phone Formatting,Retail,+17292952402,False,fuzzy_72,Other,0.0
JD.com,jd.com,China,E-commerce,Large,92.5,290000.0,1998.0,Jose Clark,jose.clark7900@yahoo.com,+61 658-911-1282,Content Writer,Security,AT&T,Operations,EMP01074,Active,,missing_person_name,True,jose.clark7900@yahoo.com,China,0.0,0.0,Industry Standardization;Phone Formatting;Role Function Mapping,Retail,+616589111282,True,fuzzy_62,Marketing,0.95
Pinduoduo,pinduoduo.com,China,E-commerce,Large,12.3,3000.0,2015.0,Carol Anderson,carol.anderson9628@email.com,+81 684-666-9698,Finance Manager,Compliance,BMW,Middle Management,EMP01075,Active,,missing_person_name,True,carol.anderson9628@email.com,China,0.0,0.0,Industry Standardization;Phone Formatting;Role Function Mapping,Retail,+816846669698,True,fuzzy_40,Management,0.95
Home Depot,homedepot.com,United States,Retail,Large,152.4,465000.0,1978.0,Gary Morales,gary.morales7534@email.com,+86 513-357-4777,DevOps Engineer,Customer Success,Shell,Technical,EMP01076,Active,,missing_person_name,True,gary.morales7534@email.com,United States,0.0,0.0,Industry Standardization;Phone Formatting;Role Function Mapping,Retail,+865133574777,True,fuzzy_21,Engineering,0.95
Lowe's Companies,lowes.com,United States,Retail,Large,87.7,330000.0,1946.0,Jose Gonzalez,jose.gonzalez3133@mail.com,+49 421-856-8933,Product Manager,Sales,Comcast,Middle Management,EMP01077,Active,,missing_person_name,True,jose.gonzalez3133@mail.com,United States,0.0,0.0,Industry Standardization;Phone Formatting;Role Function Mapping,Retail,+494218568933,False,,Management,0.95
Target,target.com,United States,Retail,Large,107.6,415000.0,1962.0,Jose Peterson,jose.peterson1747@outlook.com,+49 503-332-6912,Consultant,Data Science,Uber,Consulting,EMP01078,Active,,missing_person_name,True,jose.peterson1747@outlook.com,United States,0.0,0.0,Industry Standardization;Phone Formatting,Retail,+495033326912,True,fuzzy_14,Other,0.0
Best Buy,bestbuy.com,United States,Retail,Large,35.6,71000.0,1966.0,Kevin Smith,kevin.smith845@outlook.com,+1 766-399-3068,Support Engineer,Security,Goldman Sachs,Technical,EMP01079,Inactive,,missing_person_name,True,kevin.smith845@outlook.com,United States,0.0,0.0,Industry Standardization;Phone Formatting;Role Function Mapping,Retail,+17663993068,True,fuzzy_20,Engineering,0.95
Carrefour,carrefour.com,France,Retail,Enterprise,58.4,380000.0,1959.0,Susan Bell,susan.bell7943@company.com,+61 548-288-1841,Chief Executive Officer,Infrastructure,Mercedes-Benz,Executive Leadership,EMP01080,Active,,missing_person_name,True,susan.bell7943@company.com,France,0.0,0.0,Industry Standardization;Phone Formatting;Role Function Mapping,Retail,+615482881841,False,fuzzy_79,Management,0.95
Samsung Electronics,samsung.com,South Korea,Electronics,Enterprise,200.7,267000.0,1938.0,Diane Davis,diane.davis1313@company.com,+1-888 844-802-1878,Administrator,Marketing,TotalEnergies,Operations,EMP01081,Active,,missing_person_name,True,diane.davis1313@company.com,South Korea,0.0,0.0,Phone Formatting;Role Function Mapping,Electronics,+18888448021878,True,fuzzy_9,Admin,0.95
Foxconn (Hon Hai Precision Industry),foxconn.com,Taiwan,Electronics Manufacturing,Enterprise,181.9,803000.0,1974.0,Karen Morgan,karen.morgan2040@yahoo.com,+1-800 982-526-4697,Database Administrator,Quality Assurance,Meta,Analysis,EMP01082,On Leave,,missing_person_name,True,karen.morgan2040@yahoo.com,Taiwan,0.0,0.0,Industry Standardization;Phone Formatting;Role Function Mapping,Manufacturing,+18009825264697,True,fuzzy_1,Admin,0.95
Canon,canon.com,Japan,Electronics,Large,38.3,189000.0,1937.0,Anthony Lewis,anthony.lewis7125@mail.com,+86 782-735-1986,Account Executive,Quality Assurance,TSMC,Sales,EMP01083,On Leave,,missing_person_name,True,anthony.lewis7125@mail.com,Japan,0.0,0.0,Phone Formatting;Role Function Mapping,Electronics,+867827351986,False,fuzzy_82,Management,0.95
Mitsubishi Electric,mitsubishielectric.com,Japan,Diversified Manufacturing,Large,48.5,180000.0,1921.0,Adam Miller,adam.miller4435@yahoo.com,+44 360-345-3847,Consultant,Legal,Twitter,Consulting,EMP01084,On Leave,,missing_person_name,True,adam.miller4435@yahoo.com,Japan,0.0,0.0,Industry Standardization;Phone Formatting,Manufacturing,+443603453847,True,fuzzy_35,Other,0.0
Siemens,siemens.com,Germany,Conglomerate,Enterprise,63.9,318000.0,1847.0,Barbara Hernandez,barbara.hernandez9829@email.com,+61 498-133-4792,Chief Executive Officer,Strategic Planning,Nestlé,Executive Leadership,EMP01085,Active,,missing_person_name,True,barbara.hernandez9829@email.com,Germany,0.0,0.0,Phone Formatting;Role Function Mapping,Conglomerate,+614981334792,True,fuzzy_23,Management,0.95
Bosch,bosch.com,Germany,Engineering,Large,81.5,400000.0,1886.0,Aaron Jackson,aaron.jackson3924@email.com,+86 840-703-4241,Customer Success Manager,Product,Apple,Middle Management,EMP01086,Inactive,,missing_person_name,True,aaron.jackson3924@email.com,Germany,0.0,0.0,Phone Formatting;Role Function Mapping,Engineering,+868407034241,True,fuzzy_56,Management,0.95
Hitachi,hitachi.com,Japan,Conglomerate,Large,82.3,280000.0,1910.0,Thomas Wright,thomas.wright2430@outlook.com,+44 261-269-6039,Software Developer,Human Resources,Lockheed Martin,Technical,EMP01087,On Leave,,missing_person_name,True,thomas.wright2430@outlook.com,Japan,0.0,0.0,Phone Formatting;Role Function Mapping,Conglomerate,+442612696039,False,,Engineering,0.95
Panasonic,panasonic.com,Japan,Electronics,Large,63.2,247000.0,1918.0,Jean Peterson,jean.peterson7779@gmail.com,+86 916-512-5460,Database Administrator,Quality Assurance,Nestlé,Analysis,EMP01088,On Leave,,missing_person_name,True,jean.peterson7779@gmail.com,Japan,0.0,0.0,Phone Formatting;Role Function Mapping,Electronics,+869165125460,True,fuzzy_23,Admin,0.95
Sony,sony.com,Japan,Electronics & Entertainment,Large,84.9,205000.0,1946.0,Olivia Young,olivia.young7178@gmail.com,+81 818-356-1423,Account Executive,Marketing,Uber,Sales,EMP01089,Active,,missing_person_name,True,olivia.young7178@gmail.com,Japan,0.0,0.0,Phone Formatting;Role Function Mapping,Electronics & Entertainment,+818183561423,True,fuzzy_14,Management,0.95
Philips,philips.com,Netherlands,Electronics,Large,19.2,130000.0,1891.0,Sandra Collins,sandra.collins4515@gmail.com,+1-888 241-881-3870,Assistant,Infrastructure,Booking.com,Operations,EMP01090,Inactive,,missing_person_name,True,sandra.collins4515@gmail.com,Netherlands,0.0,0.0,Phone Formatting;Role Function Mapping,Electronics,+18882418813870,True,fuzzy_26,Admin,0.95
BASF,basf.com,Germany,Chemicals,Enterprise,69.5,112000.0,1865.0,Justin Evans,justin.evans7241@mail.com,+61 293-581-6700,Account Executive,Research & Development,Cisco,Sales,EMP01091,Inactive,,missing_person_name,True,justin.evans7241@mail.com,Germany,0.0,0.0,Phone Formatting;Role Function Mapping,Chemicals,+612935816700,True,fuzzy_61,Management,0.95
Dow Inc.,dow.com,United States,Chemicals,Large,56.5,112000.0,1897.0,George Lee,george.lee5503@yahoo.com,+91 910-607-5722,Recruiter,Sales,AMD,Human Resources,EMP01092,Inactive,,missing_person_name,True,george.lee5503@yahoo.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Chemicals,+919106075722,True,fuzzy_58,HR,0.95
DuPont,dupont.com,United States,Chemicals,Large,13.1,32000.0,1802.0,Abigail Scott,abigail.scott4235@outlook.com,+81 318-891-7622,Chief Financial Officer,Product,Meta,Executive Leadership,EMP01093,On Leave,,missing_person_name,True,abigail.scott4235@outlook.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Chemicals,+813188917622,True,fuzzy_1,Management,0.95
LyondellBasell,lyondellbasell.com,Netherlands,Chemicals,Large,50.2,18000.0,1953.0,James Edwards,james.edwards3173@gmail.com,+1-800 570-737-9167,Software Architect,Product,Johnson & Johnson,Technical,EMP01094,Inactive,,missing_person_name,True,james.edwards3173@gmail.com,Netherlands,0.0,0.0,Phone Formatting;Role Function Mapping,Chemicals,+18005707379167,False,,Engineering,0.95
Arkema,arkema.com,France,Chemicals,Large,11.5,20000.0,2004.0,Abigail Brown,abigail.brown4819@yahoo.com,+61 915-596-2989,Senior Developer,Research & Development,Sony,Technical,EMP01095,Active,,missing_person_name,True,abigail.brown4819@yahoo.com,France,0.0,0.0,Phone Formatting;Role Function Mapping,Chemicals,+619155962989,True,fuzzy_12,Engineering,0.95
Linde plc,linde.com,United States,Industrial Gases,Enterprise,32.8,80000.0,1879.0,Alexander Phillips,alexander.phillips5191@yahoo.com,+1-800 214-665-7684,Coordinator,Compliance,Warner Bros,Operations,EMP01096,Active,,missing_person_name,True,alexander.phillips5191@yahoo.com,United States,0.0,0.0,Industry Standardization;Phone Formatting,Manufacturing,+18002146657684,True,fuzzy_66,Other,0.0
Air Liquide,airliquide.com,France,Industrial Gases,Large,29.8,75000.0,1902.0,Steven Cooper,steven.cooper2622@email.com,+61 933-398-9337,Vice President,Product,JPMorgan Chase,Executive Leadership,EMP01097,Active,,missing_person_name,True,steven.cooper2622@email.com,France,0.0,0.0,Industry Standardization;Phone Formatting;Role Function Mapping,Manufacturing,+619333989337,True,fuzzy_18,Management,0.95
Solvay,solvay.com,Belgium,Chemicals,Large,15.9,28000.0,1863.0,Sharon Cooper,sharon.cooper9131@company.com,+33 592-295-9327,Marketing Specialist,Engineering,Salesforce,Marketing,EMP01098,Active,,missing_person_name,True,sharon.cooper9131@company.com,Belgium,0.0,0.0,Phone Formatting;Role Function Mapping,Chemicals,+335922959327,True,fuzzy_0,Marketing,0.95
ArcelorMittal,arcelormittal.com,Luxembourg,Steel,Large,83.0,130000.0,2006.0,David Moore,david.moore8418@work.com,+86 202-389-5891,Strategist,Strategic Planning,Volkswagen,Operations,EMP01099,On Leave,,missing_person_name,True,david.moore8418@work.com,Luxembourg,0.0,0.0,Phone Formatting,Steel,+862023895891,True,fuzzy_71,Other,0.0
Nippon Steel,nipponsteel.com,Japan,Steel,Large,67.2,99000.0,1901.0,Samuel Edwards,samuel.edwards8035@mail.com,+81 540-665-9903,Content Writer,Human Resources,Nestlé,Operations,EMP01100,Inactive,,missing_person_name,True,samuel.edwards8035@mail.com,Japan,0.0,0.0,Phone Formatting;Role Function Mapping,Steel,+815406659903,True,fuzzy_23,Marketing,0.95
Taiwan Semiconductor Manufacturing,tsmc.com,Taiwan,Semiconductors,Enterprise,75.9,73000.0,1987.0,Eric Ortiz,eric.ortiz9468@yahoo.com,+91 439-976-7730,Product Manager,Legal,Disney,Middle Management,EMP01101,Active,,missing_person_name,True,eric.ortiz9468@yahoo.com,Taiwan,0.0,0.0,Phone Formatting;Role Function Mapping,Semiconductors,+914399767730,True,fuzzy_72,Management,0.95
Samsung Semiconductor,samsung.com,South Korea,Semiconductors,Large,78.5,267000.0,1938.0,Brian Morales,brian.morales2592@email.com,+61 237-229-9229,Marketing Specialist,Business Development,BP,Marketing,EMP01102,On Leave,,missing_person_name,True,brian.morales2592@email.com,South Korea,0.0,0.0,Phone Formatting;Role Function Mapping,Semiconductors,+612372299229,True,fuzzy_43,Marketing,0.95
SK Hynix,skhynix.com,South Korea,Semiconductors,Large,36.9,118000.0,1983.0,George Bell,george.bell7586@mail.com,+1 939-247-7717,President,Product,Tesla,Executive Leadership,EMP01103,Active,,missing_person_name,True,george.bell7586@mail.com,South Korea,0.0,0.0,Phone Formatting;Role Function Mapping,Semiconductors,+19392477717,True,fuzzy_3,Management,0.95
Broadcom,broadcom.com,United States,Semiconductors,Large,61.5,22000.0,1991.0,Barbara Walker,barbara.walker6612@mail.com,+44 536-972-9742,Analyst,Research & Development,Volkswagen,Analysis,EMP01104,Inactive,,missing_person_name,True,barbara.walker6612@mail.com,United States,0.0,0.0,Phone Formatting,Semiconductors,+445369729742,True,fuzzy_71,Other,0.0
Qualcomm,qualcomm.com,United States,Semiconductors,Large,43.8,51000.0,1985.0,Brian Parker,brian.parker688@mail.com,+1-888 270-340-5708,Support Engineer,Engineering,TSMC,Technical,EMP01105,Active,,missing_person_name,True,brian.parker688@mail.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Semiconductors,+18882703405708,True,fuzzy_82,Engineering,0.95
Advanced Micro Devices (AMD),amd.com,United States,Semiconductors,Large,26.5,26000.0,1969.0,Jean Garcia,jean.garcia1746@email.com,+61 370-810-5906,Quality Assurance Manager,Sales,AT&T,Middle Management,EMP01106,Active,,missing_person_name,True,jean.garcia1746@email.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Semiconductors,+613708105906,True,fuzzy_62,Management,0.95
MediaTek,mediatek.com,Taiwan,Semiconductors,Large,12.5,15000.0,1997.0,Jennifer Lee,jennifer.lee6241@outlook.com,+91 349-350-9702,Analyst,Finance,Mercedes-Benz,Analysis,EMP01107,Inactive,,missing_person_name,True,jennifer.lee6241@outlook.com,Taiwan,0.0,0.0,Phone Formatting,Semiconductors,+913493509702,True,fuzzy_79,Other,0.0
Nvidia,nvidia.com,United States,Semiconductors,Large,60.9,32000.0,1993.0,Benjamin Collins,benjamin.collins1393@yahoo.com,+1-888 591-734-4945,Analyst,Operations,Oracle,Analysis,EMP01108,Inactive,,missing_person_name,True,benjamin.collins1393@yahoo.com,United States,0.0,0.0,Phone Formatting,Semiconductors,+18885917344945,True,fuzzy_6,Other,0.0
Applied Materials,appliedmaterials.com,United States,Semiconductor Equipment,Large,28.3,38000.0,1967.0,Samuel Martinez,samuel.martinez7629@outlook.com,+86 882-109-8622,Software Developer,Product,Twitter,Technical,EMP01109,Active,,missing_person_name,True,samuel.martinez7629@outlook.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Semiconductor Equipment,+868821098622,True,fuzzy_35,Engineering,0.95
ASML Holding,asml.com,Netherlands,Semiconductor Equipment,Large,27.6,39000.0,1984.0,Jerry Wright,jerry.wright9726@outlook.com,+86 854-534-5097,Senior Manager,Marketing,Nestlé,Middle Management,EMP01110,Inactive,,missing_person_name,True,jerry.wright9726@outlook.com,Netherlands,0.0,0.0,Phone Formatting;Role Function Mapping,Semiconductor Equipment,+868545345097,True,fuzzy_23,Management,0.95
China Mobile,chinamobileltd.com,China,Telecommunications,Enterprise,129.2,480000.0,2008.0,Kevin Gonzalez,kevin.gonzalez6348@yahoo.com,+1-888 567-688-5847,HR Manager,Engineering,Tesla,Middle Management,EMP01111,Active,,missing_person_name,True,kevin.gonzalez6348@yahoo.com,China,0.0,0.0,Phone Formatting;Role Function Mapping,Telecommunications,+18885676885847,True,fuzzy_3,HR,0.95
China Unicom,chinaunicom.com.cn,China,Telecommunications,Enterprise,74.1,310000.0,2008.0,Robert Cooper,robert.cooper9372@gmail.com,+1 820-863-9138,Recruiter,Business Development,Toyota,Human Resources,EMP01112,Active,,missing_person_name,True,robert.cooper9372@gmail.com,China,0.0,0.0,Phone Formatting;Role Function Mapping,Telecommunications,+18208639138,True,fuzzy_2,HR,0.95
Verizon Communications,verizon.com,United States,Telecommunications,Enterprise,134.0,169000.0,1983.0,Alice Morgan,alice.morgan3688@outlook.com,+49 835-356-3240,Software Developer,Design,Qualcomm,Technical,EMP01113,Active,,missing_person_name,True,alice.morgan3688@outlook.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Telecommunications,+498353563240,True,fuzzy_67,Engineering,0.95
AT&T,att.com,United States,Telecommunications,Enterprise,123.1,224000.0,1882.0,Alexander Evans,alexander.evans646@company.com,+1-888 573-849-3153,Chief Financial Officer,Quality Assurance,T-Mobile,Executive Leadership,EMP01114,Active,,missing_person_name,True,alexander.evans646@company.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Telecommunications,+18885738493153,False,,Management,0.95
Telefónica,telefonica.com,Spain,Telecommunications,Large,51.5,124000.0,1924.0,Carol Lee,carol.lee2265@yahoo.com,+1-800 574-643-9221,Legal Advisor,Strategic Planning,Cisco,Consulting,EMP01115,Active,,missing_person_name,True,carol.lee2265@yahoo.com,Spain,0.0,0.0,Phone Formatting;Role Function Mapping,Telecommunications,+18005746439221,True,fuzzy_61,Legal,0.95
Vodafone Group,vodafone.com,United Kingdom,Telecommunications,Enterprise,52.4,240000.0,1984.0,Nancy Taylor,nancy.taylor5649@outlook.com,+44 679-177-3306,Administrator,Engineering,Qualcomm,Operations,EMP01116,Active,,missing_person_name,True,nancy.taylor5649@outlook.com,United Kingdom,0.0,0.0,Phone Formatting;Role Function Mapping,Telecommunications,+446791773306,True,fuzzy_67,Admin,0.95
Deutsche Telekom,telekom.com,Germany,Telecommunications,Enterprise,93.7,238000.0,1995.0,Jerry Morris,jerry.morris9231@work.com,+81 292-909-7464,Training Specialist,Business Development,AMD,Operations,EMP01117,Active,,missing_person_name,True,jerry.morris9231@work.com,Germany,0.0,0.0,Phone Formatting,Telecommunications,+812929097464,True,fuzzy_58,Other,0.0
Swisscom,swisscom.com,Switzerland,Telecommunications,Large,13.4,22000.0,1998.0,Kimberly Wright,kimberly.wright4395@email.com,+1-888 590-942-7086,Vice President,Product,ExxonMobil,Executive Leadership,EMP01118,Active,,missing_person_name,True,kimberly.wright4395@email.com,Switzerland,0.0,0.0,Phone Formatting;Role Function Mapping,Telecommunications,+18885909427086,False,fuzzy_117,Management,0.95
Orange,orange.com,France,Telecommunications,Enterprise,54.8,149000.0,1988.0,Jerry Anderson,jerry.anderson5474@mail.com,+1-888 426-763-2035,Marketing Specialist,Technology,Lyft,Marketing,EMP01119,Inactive,,missing_person_name,True,jerry.anderson5474@mail.com,France,0.0,0.0,Phone Formatting;Role Function Mapping,Telecommunications,+18884267632035,False,fuzzy_118,Marketing,0.95
BT Group,bt.com,United Kingdom,Telecommunications,Large,24.5,130000.0,1844.0,Cynthia Martin,cynthia.martin842@yahoo.com,+1 511-604-2902,HR Specialist,Strategic Planning,JPMorgan Chase,Human Resources,EMP01120,Active,,missing_person_name,True,cynthia.martin842@yahoo.com,United Kingdom,0.0,0.0,Phone Formatting;Role Function Mapping,Telecommunications,+15116042902,True,fuzzy_18,HR,0.95
American Airlines Group,aa.com,United States,Airlines,Large,59.7,130000.0,1930.0,Paul Gomez,paul.gomez6178@company.com,+1-800 629-701-3531,Software Architect,Human Resources,BP,Technical,EMP01121,Inactive,,missing_person_name,True,paul.gomez6178@company.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Airlines,+18006297013531,True,fuzzy_43,Engineering,0.95
Delta Air Lines,delta.com,United States,Airlines,Large,56.9,90000.0,1924.0,Megan Miller,megan.miller4683@company.com,+1 906-479-4559,Assistant,Engineering,Lyft,Operations,EMP01122,Inactive,,missing_person_name,True,megan.miller4683@company.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Airlines,+19064794559,True,fuzzy_118,Admin,0.95
United Airlines,united.com,United States,Airlines,Large,53.7,89000.0,1926.0,Nicholas Thomas,nicholas.thomas9020@outlook.com,+81 262-507-5520,Marketing Manager,Sales,Netflix,Middle Management,EMP01123,Active,,missing_person_name,True,nicholas.thomas9020@outlook.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Airlines,+812625075520,True,fuzzy_44,Marketing,0.95
Lufthansa Group,lufthansa.com,Germany,Airlines,Large,39.6,134000.0,1926.0,Jessica Reed,jessica.reed3575@email.com,+1-888 221-151-6464,Administrator,Product,Meta,Operations,EMP01124,Active,,missing_person_name,True,jessica.reed3575@email.com,Germany,0.0,0.0,Phone Formatting;Role Function Mapping,Airlines,+18882211516464,True,fuzzy_1,Admin,0.95
China Southern Airlines,csair.com,China,Airlines,Large,20.8,109000.0,1991.0,Charles Cook,charles.cook9180@work.com,+49 800-321-4817,Database Administrator,Legal,Apple,Analysis,EMP01125,Active,,missing_person_name,True,charles.cook9180@work.com,China,0.0,0.0,Phone Formatting;Role Function Mapping,Airlines,+498003214817,True,fuzzy_56,Admin,0.95
Airbus,airbus.com,France,Aerospace & Defense,Large,56.9,155000.0,1970.0,Alice Martinez,alice.martinez2470@outlook.com,+33 753-356-3858,Analyst,Design,Walmart,Analysis,EMP01126,Active,,missing_person_name,True,alice.martinez2470@outlook.com,France,0.0,0.0,Phone Formatting,Aerospace & Defense,+337533563858,True,fuzzy_30,Other,0.0
Boeing,boeing.com,United States,Aerospace & Defense,Large,58.2,171000.0,1916.0,Dennis Bell,dennis.bell3998@outlook.com,+1-888 531-116-3854,Chief Technology Officer,Human Resources,Walmart,Executive Leadership,EMP01127,Active,,missing_person_name,True,dennis.bell3998@outlook.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Aerospace & Defense,+18885311163854,True,fuzzy_30,Management,0.95
Lockheed Martin,lockheedmartin.com,United States,Aerospace & Defense,Large,65.4,115000.0,1995.0,William Rodriguez,william.rodriguez1141@gmail.com,+61 659-896-6931,Legal Advisor,Strategic Planning,JD.com,Consulting,EMP01128,On Leave,,missing_person_name,True,william.rodriguez1141@gmail.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Aerospace & Defense,+616598966931,False,,Legal,0.95
Raytheon Technologies,rtx.com,United States,Aerospace & Defense,Large,56.6,182000.0,1913.0,Lauren Miller,lauren.miller810@mail.com,+1-800 508-569-1510,Account Executive,Data Science,Adobe,Sales,EMP01129,Active,,missing_person_name,True,lauren.miller810@mail.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Aerospace & Defense,+18005085691510,True,fuzzy_19,Management,0.95
General Electric,ge.com,United States,Diversified Conglomerate,Large,79.6,170000.0,1892.0,Diane Reed,diane.reed8132@gmail.com,+61 275-182-6277,Finance Manager,Strategic Planning,Netflix,Middle Management,EMP01130,On Leave,,missing_person_name,True,diane.reed8132@gmail.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Diversified Conglomerate,+612751826277,True,fuzzy_44,Management,0.95
China Life Insurance,e-chinalife.com,China,Insurance,Enterprise,189.5,350000.0,1992.0,Christopher Jones,christopher.jones9690@email.com,+1-800 929-432-7240,Senior Director,Research & Development,Lyft,Senior Management,EMP01131,On Leave,,missing_person_name,True,christopher.jones9690@email.com,China,0.0,0.0,Phone Formatting;Role Function Mapping,Insurance,+18009294327240,True,fuzzy_118,Management,0.95
State Farm Mutual,statefarm.com,United States,Insurance,Large,85.4,58000.0,1922.0,Victoria Jackson,victoria.jackson1724@company.com,+44 870-766-4522,Sales Representative,Data Science,Uber,Sales,EMP01132,Inactive,,missing_person_name,True,victoria.jackson1724@company.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Insurance,+448707664522,True,fuzzy_14,Sales,0.95
AXA,axa.com,France,Insurance,Enterprise,149.4,166000.0,1817.0,Cheryl Gomez,cheryl.gomez7530@work.com,+91 625-847-2557,Software Developer,Strategic Planning,Volkswagen,Technical,EMP01133,Active,,missing_person_name,True,cheryl.gomez7530@work.com,France,0.0,0.0,Phone Formatting;Role Function Mapping,Insurance,+916258472557,True,fuzzy_71,Engineering,0.95
Munich Re,munichre.com,Germany,Insurance,Large,65.8,48000.0,1880.0,Gary Lee,gary.lee7870@yahoo.com,+44 293-951-2398,Recruiter,Research & Development,ExxonMobil,Human Resources,EMP01134,Active,,missing_person_name,True,gary.lee7870@yahoo.com,Germany,0.0,0.0,Phone Formatting;Role Function Mapping,Insurance,+442939512398,True,fuzzy_117,HR,0.95
Allianz,allianz.com,Germany,Insurance,Enterprise,163.4,197000.0,1890.0,Brenda Miller,brenda.miller9215@yahoo.com,+1 800-675-6400,Legal Advisor,Support,Qualcomm,Consulting,EMP01135,Active,,missing_person_name,True,brenda.miller9215@yahoo.com,Germany,0.0,0.0,Phone Formatting;Role Function Mapping,Insurance,+18006756400,True,fuzzy_67,Legal,0.95
Ping An Insurance,pingan.com,China,Insurance,Large,197.8,775000.0,1988.0,Ryan Thompson,ryan.thompson942@email.com,+86 814-419-6761,Recruiter,Strategic Planning,TSMC,Human Resources,EMP01136,Active,,missing_person_name,True,ryan.thompson942@email.com,China,0.0,0.0,Phone Formatting;Role Function Mapping,Insurance,+868144196761,True,fuzzy_82,HR,0.95
Liberty Mutual,libertymutual.com,United States,Insurance,Large,48.2,50000.0,1912.0,Christina Allen,christina.allen3774@company.com,+44 558-965-7022,Senior Developer,Human Resources,Pinterest,Technical,EMP01137,Active,,missing_person_name,True,christina.allen3774@company.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Insurance,+445589657022,True,fuzzy_5,Engineering,0.95
Lemonade,lemonade.com,United States,InsurTech,Medium,0.3,1200.0,2015.0,Abigail Moore,abigail.moore9290@company.com,+1-888 828-791-1430,Database Administrator,Compliance,Qualcomm,Analysis,EMP01138,On Leave,,missing_person_name,True,abigail.moore9290@company.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,InsurTech,+18888287911430,True,fuzzy_67,Admin,0.95
Zillow Group,zillow.com,United States,Real Estate Tech,Large,2.6,9000.0,2006.0,Dennis Cooper,dennis.cooper4577@yahoo.com,+86 547-459-1100,Customer Success Manager,Research & Development,Amazon,Middle Management,EMP01139,Active,,missing_person_name,True,dennis.cooper4577@yahoo.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Real Estate Tech,+865474591100,True,fuzzy_15,Management,0.95
Realogy,realogy.com,United States,Real Estate,Large,6.1,55000.0,1989.0,Christopher Torres,christopher.torres602@yahoo.com,+44 964-643-4524,Recruiter,Business Development,Apple,Human Resources,EMP01140,Inactive,,missing_person_name,True,christopher.torres602@yahoo.com,United States,0.0,0.0,Phone Formatting;Role Function Mapping,Real Estate,+449646434524,True,fuzzy_56,HR,0.95
Marriott International,marriott.com,United States,Hospitality,Large,28.8,674000.0,1927.0,Sharon Robinson,sharon.robinson5414@outlook.com,+1-888 810-186-1861,Project Manager,Operations,ExxonMobil,Middle Management,EMP01141,Active,,missing_person_name,True,sharon.robinson5414@outlook.com,United States,0.0,0.0,Industry Standardization;Phone Formatting;Role Function Mapping,Technology,+18888101861861,True,fuzzy_117,Management,0.95
Hilton Hotels,hilton.com,United States,Hospitality,Large,15.3,585000.0,1919.0,Daniel Murphy,daniel.murphy4558@gmail.com,+61 877-534-8957,Financial Analyst,Finance,Netflix,Analysis,EMP01142,On Leave,,missing_person_name,True,daniel.murphy4558@gmail.com,United States,0.0,0.0,Industry Standardization;Phone Formatting,Technology,+618775348957,True,fuzzy_44,Other,0.0
